student_id,student_name,gender,age,department,semester,city,family_income_group,attendance_percentage,login_count,hours_studied_online,videos_watched,assignments_submitted,quiz_attempts,discussion_posts,ai_tool_usage_count,subject,internal_marks,practical_marks,final_exam_marks,total_marks,grade,cgpa,technical_skill_score,aptitude_score,communication_score,interview_score,internship_completed,placement_status,package_lpa,performance_label
102849,Student_102849,Other,25,CSE,2,Satara,Middle,56.24,33,3.21,18,8,8,1,4,Deep Learning,12.12,16.1,61.94,50.79,C,4.89,27.75,30.67,49.6,67.26,Yes,Not Placed,0,Poor
102850,Student_102850,Other,25,ECE,4,Mumbai,Middle,75.53,40,59.97,27,9,12,8,4,Big Data,36.38,21.89,57.02,70.39,A,7.24,65.9,,76.49,63.19,No,Not Placed,0,Good
102851,Student_102851,Male,20,AIML,6,Kolhapur,High,74.4,25,31.87,15,7,9,3,4,Deep Learning,29.69,15.97,66.74,66.28,B,6.52,74.97,63.82,77.98,38.06,No,Not Placed,0,Average
102852,Student_102852,Male,24,Data Science,6,Kolhapur,Lower Middle,63.35,18,25.75,8,3,6,2,1,Deep Learning,27.17,25.08,53.53,63.86,B,6.49,75.97,49.27,19.95,39.64,No,Not Placed,0,Average
102853,Student_102853,Female,23,AIML,8,Kolhapur,Lower Middle,76.12,35,44.33,14,3,9,3,2,Big Data,37.52,21.18,80.08,82.3,A,8.06,78.74,76.33,15.8,53.51,No,Placed,6.34,Good
102854,Student_102854,Female,25,ECE,4,Nagpur,High,71.18,32,49.41,17,7,11,7,7,Apache Spark,36.3,15.69,69.81,72.59,A,7.29,60.34,58.78,57.11,,No,Not Placed,0,Good
102855,Student_102855,Male,20,AIML,7,Nagpur,Upper Middle,81.63,39,42.1,23,9,13,7,10,Deep Learning,21.85,26.11,56.33,61.95,B,6.43,42.06,53.05,76.95,49.65,No,Not Placed,0,Average
102856,Student_102856,,24,ECE,8,Thane,Lower Middle,,44,18.46,25,6,11,7,6,Apache Spark,10.73,12.33,35.18,33.85,C,3.66,21.62,52.63,59.15,41.36,Yes,Not Placed,0,Poor
102857,Student_102857,Male,18,CSE,3,Thane,High,79.98,54,46.9,30,12,14,7,10,Apache Spark,10.04,15.03,,45.09,C,4.78,32.43,14.47,59.46,25.56,No,Not Placed,0,Poor
102858,Student_102858,Female,25,AIML,7,Satara,Middle,,30,14.73,13,6,7,5,1,Deep Learning,,21.62,53.4,57.67,B,6.17,41.08,49.22,20.66,,No,Not Placed,0,Average
102859,Student_102859,Male,22,Data Science,5,Thane,Upper Middle,61.33,18,0,11,5,10,1,5,NLP,7.5,9.9,38.25,31.34,C,3.28,35.87,51.73,57.22,10.73,Yes,Not Placed,0,Poor
102860,Student_102860,Other,18,ECE,3,,Middle,91.87,48,58.92,37,12,16,8,4,Machine Learning,29.7,21.13,62.75,67.74,B,6.91,92.35,,,68.96,No,Not Placed,0,Average
102861,Student_102861,Female,22,AIML,2,Satara,Upper Middle,64.3,40,31.49,18,5,13,5,7,Apache Spark,20.35,16.62,46.18,49.43,C,5.23,34.01,55.78,57.9,17.4,Yes,Not Placed,0,Poor
102862,Student_102862,Other,25,IT,7,Mumbai,Middle,59.63,12,52.2,0,3,7,0,0,Big Data,29.29,30,78.53,81.23,A,8.51,78.64,81.16,30.31,77.01,No,Not Placed,0,Good
102863,Student_102863,Female,20,Cyber Security,1,,Low,62.5,28,15.69,14,6,7,0,3,Deep Learning,32.63,28.57,50.19,68.62,B,6.44,71.44,,51.67,69.76,No,Not Placed,35,Average
102864,Student_102864,Female,24,IT,8,Pune,Middle,77.53,53,56.95,28,9,12,8,12,Machine Learning,26.76,22.49,58.1,64.11,B,6.61,86.66,38.63,68.55,39.36,No,Not Placed,0,Average
102865,Student_102865,Other,23,IT,8,Nagpur,Middle,78.49,36,48.15,24,4,12,4,5,Big Data,36.25,25.49,70.98,79.67,A,8.12,70.95,76.02,56.78,89.44,No,Placed,12.34,Good
102866,Student_102866,Male,25,CSE,7,Satara,High,66.4,33,15.46,21,12,13,5,13,Statistics,17.32,5.59,25.83,29.64,C,3.11,17.32,7.55,61.26,9.86,No,Not Placed,0,Poor
102867,Student_102867,Female,25,Cyber Security,2,Pune,Middle,110,57,58.46,25,12,12,6,11,Machine Learning,29.95,28.62,62.33,72.71,A,7.59,65.44,60.56,70.84,53.92,No,Not Placed,0,Good
102868,Student_102868,,24,IT,6,Thane,High,88.68,40,41.56,24,8,11,3,11,Big Data,40,28.27,81.56,89.62,A+,9.36,86.55,77.87,41.11,57.49,No,Placed,12.11,Excellent
102869,Student_102869,Male,20,AIML,1,Nagpur,Upper Middle,65.37,36,35.91,15,7,9,2,2,Big Data,12.81,15.7,59.29,49.72,C,5.11,25.28,,67.42,40.46,No,Not Placed,0,Poor
102870,Student_102870,Male,21,ECE,2,Satara,Middle,69.17,44,28.51,6,6,7,0,0,Deep Learning,39.89,22.92,94.66,92.52,A+,9.31,76.12,82.17,23.88,38.31,No,Not Placed,0,Excellent
102871,Student_102871,Female,19,CSE,5,Mumbai,Upper Middle,68.51,30,34.94,13,5,5,4,3,Big Data,27.87,27.32,70.96,74.59,A,7.44,62.88,71.83,42.62,58.48,No,Not Placed,0,Good
102872,Student_102872,Male,25,AIML,2,Nagpur,Lower Middle,89.15,65,40.97,25,8,18,9,10,Deep Learning,25.14,25.58,65.39,68.61,B,6.99,66.49,38.91,62.14,69.94,No,Not Placed,0,Average
102873,Student_102873,Other,21,AIML,4,Kolhapur,,80.87,48,47.98,32,12,14,11,10,Deep Learning,14.27,21.78,53.66,52.05,C,5.59,19.06,19.01,73.9,43.74,Yes,Not Placed,0,Poor
102874,Student_102874,Other,19,ECE,4,Kolhapur,,63.94,42,53.47,24,10,7,5,2,Deep Learning,31.38,30,60.81,73.94,A,7.7,46.64,35.72,55.59,43.22,No,Not Placed,0,Good
102875,Student_102875,Male,23,AIML,5,Pune,Upper Middle,87.53,41,35.85,22,8,12,5,8,Deep Learning,19.8,8.02,50.89,45.63,C,4.55,51.52,34.24,56.08,23.88,No,Not Placed,0,Poor
102876,Student_102876,Female,21,IT,5,Satara,Lower Middle,91.68,55,38.41,25,11,13,7,7,NLP,16.56,20.99,,56.19,B,5.3,62.17,45.46,72.99,39.12,Yes,Not Placed,0,Average
102877,Student_102877,Male,24,AIML,7,Mumbai,Middle,68.04,46,21.49,22,10,15,1,9,Big Data,9.93,15.24,47.68,41.45,C,4.49,26.17,29.71,53.87,33.04,No,Not Placed,0,Poor
102878,Student_102878,,21,AIML,6,Satara,Lower Middle,70.1,34,15.28,20,12,11,4,7,Machine Learning,10.76,9.2,61.3,44.85,C,4.4,45.4,0,66.3,29.02,No,Not Placed,0,Poor
102879,Student_102879,Other,22,Data Science,8,Thane,Low,69.32,18,53.7,22,7,9,4,8,Big Data,29.34,20.56,81.32,76.37,A,7.3,83.41,80.43,51.64,54.47,No,Not Placed,0,Good
102880,Student_102880,Other,19,Cyber Security,8,Satara,Lower Middle,74.4,32,56.06,21,10,11,3,6,Machine Learning,33.76,28.51,87.57,88.11,A+,8.53,97.18,72.36,59.28,58.52,No,Not Placed,0,Excellent
102881,Student_102881,Female,21,ECE,3,Mumbai,Lower Middle,78.88,68,72.8,32,10,15,7,15,Machine Learning,35.11,29.23,85.94,88.79,A+,8.86,76.63,70.07,65.57,78.1,No,Placed,10.99,Excellent
102882,Student_102882,Female,18,AIML,6,Nashik,Low,89.65,43,79.44,33,10,17,5,7,Deep Learning,40,27.44,65.0,80.79,A,7.82,93.88,56.93,82.48,60.76,No,Not Placed,0,Good
102883,Student_102883,Male,18,Data Science,4,Pune,Upper Middle,75.37,49,50.9,19,8,6,1,4,Deep Learning,26.29,23.22,58.9,64.65,B,6.76,58.15,,64.18,51.47,No,Not Placed,0,Average
102884,Student_102884,Male,23,Data Science,8,Nashik,Upper Middle,54.99,29,38.93,19,7,7,2,6,Big Data,22.84,16.06,24.17,39.92,C,4.21,41.66,31.11,44.42,19.8,No,Not Placed,0,Poor
102885,Student_102885,Male,20,AIML,1,Nashik,,90.17,50,65.28,29,12,8,6,12,Apache Spark,32.59,25.62,95.27,89.15,A+,8.96,67.17,65.7,70.3,86.95,Yes,Placed,4.15,Excellent
102886,Student_102886,Female,20,AIML,1,Nagpur,,71.37,18,62.69,14,7,9,0,4,NLP,37.21,25.43,92.36,91.04,A+,8.72,68.77,81.24,29.33,62.31,Yes,Placed,12.84,Excellent
102887,Student_102887,Female,18,Cyber Security,6,Nashik,High,72.56,11,28.16,1,3,1,0,0,Statistics,33.98,26.4,63.03,74.61,A,7.16,73.42,93.91,38.22,69.27,No,Not Placed,0,Good
102888,Student_102888,Female,20,AIML,7,Satara,Middle,82.35,53,65.26,32,8,14,5,15,Deep Learning,21.77,18.45,62.85,60.05,B,5.82,44.44,,87.03,28.87,Yes,Not Placed,0,Average
102889,Student_102889,Male,19,Cyber Security,4,Thane,Upper Middle,67.2,21,40.2,19,10,8,0,3,Deep Learning,27.2,28.09,59.56,68.91,B,7.26,44.37,44.84,44.76,40.17,Yes,Not Placed,0,Average
102890,Student_102890,Male,21,IT,7,Kolhapur,Middle,58.16,36,17.71,21,8,7,6,3,Statistics,7.93,0,31.19,21.54,C,1.95,0.6,0,19.16,2.85,No,Not Placed,0,Poor
102891,Student_102891,Male,18,CSE,5,Pune,Upper Middle,82.89,49,40.63,38,11,12,6,5,Machine Learning,15.18,22.53,56.67,54.75,C,5.35,61.17,33.7,34.56,58.16,No,Not Placed,0,Poor
102892,Student_102892,Female,24,AIML,6,Kolhapur,Low,63.68,18,30.7,11,8,4,0,3,NLP,9.53,11.38,43.69,36.58,C,3.44,42.69,41.13,35.49,26.02,No,Not Placed,0,Poor
102893,Student_102893,Male,21,CSE,4,Nagpur,Upper Middle,70.92,30,31.16,15,8,12,3,6,Statistics,16.14,20.16,69.77,60.43,B,5.73,58.83,72.38,53.48,50.64,Yes,Not Placed,0,Average
102894,Student_102894,Female,22,ECE,2,Mumbai,Lower Middle,62.89,31,37.94,23,7,6,4,6,Big Data,22.97,16.13,59.32,57.64,B,5.86,42.53,87.24,63.64,58.21,Yes,Not Placed,0,Average
102895,Student_102895,Female,23,AIML,3,Kolhapur,Lower Middle,73.65,31,37.91,15,8,7,6,7,Big Data,29.48,23.9,71.9,73.99,A,7.37,45.59,64.95,51.18,43.91,No,Not Placed,0,Good
102896,Student_102896,Male,22,IT,7,Nagpur,Middle,68.61,21,30.86,2,6,6,2,4,Big Data,17.36,16.73,41.91,45.13,C,4.39,55.12,52.01,51.23,15.12,Yes,Not Placed,0,Poor
102897,Student_102897,Male,20,CSE,4,Pune,Lower Middle,79.31,23,42.29,19,8,9,4,6,Apache Spark,33.98,22.31,74.03,77.38,A,7.33,54.53,79.01,55.64,58.99,Yes,Not Placed,0,Good
102898,Student_102898,Other,22,CSE,4,Pune,High,67.07,15,26.58,12,5,6,1,0,Machine Learning,19.38,16.48,51.38,51.21,C,4.64,,51.07,44.5,38.78,No,Not Placed,0,Poor
102899,Student_102899,Female,18,Data Science,8,Thane,High,69.11,12,5.58,10,6,4,1,1,Machine Learning,4.67,14.04,39.47,32.6,C,3.11,41.78,21.22,23.74,4.97,Yes,Not Placed,0,Poor
102900,Student_102900,Male,21,ECE,5,Satara,Low,75.75,49,45.1,24,9,8,4,2,Apache Spark,25.59,22.27,69.86,68.97,B,6.97,49.07,44.87,58.12,50.27,No,Not Placed,0,Average
102901,Student_102901,Female,19,AIML,2,Nashik,,69.22,58,33.18,21,12,12,3,8,Statistics,10.48,6.79,20.34,22.56,C,2.61,17.73,6.21,87.68,7.97,No,Not Placed,0,Poor
102902,Student_102902,Male,18,Data Science,6,Thane,Upper Middle,61.63,19,,16,5,8,4,4,Machine Learning,5.48,12.64,40.02,32.55,C,2.52,8.81,17.5,51.42,16.73,No,Not Placed,0,Poor
102903,Student_102903,Female,19,Data Science,2,Satara,High,81.88,20,2.21,19,7,10,0,6,Machine Learning,18.78,7.1,48.67,43.15,C,4.31,36.68,41.08,59.57,33.43,No,Not Placed,0,Poor
102904,Student_102904,Female,25,IT,1,Nagpur,Lower Middle,71.56,55,62.86,23,9,12,6,10,Big Data,27.86,18.35,73.3,69.78,B,6.81,59.38,59.61,43.96,37.81,No,Not Placed,0,Average
102905,Student_102905,Other,25,ECE,8,Kolhapur,High,65.42,18,42.55,20,6,8,3,2,NLP,29.71,28.65,75.87,79.32,A,7.78,76.3,74.34,58.57,57.45,Yes,Not Placed,0,Good
102906,Student_102906,Male,22,Data Science,6,,High,71.73,35,12.51,17,9,11,0,8,Big Data,22.26,14.49,38.04,45.37,C,4.77,32.46,37.63,34.45,32.47,Yes,Not Placed,0,Poor
102907,Student_102907,Male,23,ECE,5,Satara,Low,76.3,29,43.72,2,6,8,2,5,NLP,39.86,22.51,49.81,69.8,B,7.15,81.45,73.81,35.05,71.81,No,Placed,5.39,Average
102908,Student_102908,Male,21,Cyber Security,6,Nagpur,High,63.03,13,43.8,13,7,8,3,4,Apache Spark,17.35,14.12,39.23,42.04,C,4.12,48.29,37.6,46.99,27.31,Yes,Not Placed,0,Poor
102909,Student_102909,Other,19,ECE,1,Pune,Middle,89.41,56,85.69,25,11,14,7,9,Machine Learning,39.44,30,92.89,96.02,A+,9.69,85.97,89.94,67.28,100,Yes,Placed,6.83,Excellent
102910,Student_102910,Other,22,Cyber Security,8,Mumbai,High,62.23,1,27.58,0,4,3,0,0,Machine Learning,33.73,28.62,67.44,78.1,A,7.78,72.85,78.67,23.15,50.17,No,Not Placed,0,Good
102911,Student_102911,Female,18,IT,8,Nashik,Lower Middle,77.42,40,27.33,20,10,9,5,5,NLP,16.48,16.01,51.44,48.76,C,4.59,45.91,19.11,46.96,33.9,No,Not Placed,0,Poor
102912,Student_102912,Male,25,IT,7,Satara,Upper Middle,82.17,40,58.77,23,12,11,5,9,Big Data,24.93,25.57,65.6,68.54,B,6.66,63.33,42.4,72.22,78.4,Yes,Placed,5.92,Average
102913,Student_102913,Male,20,Cyber Security,6,Mumbai,Upper Middle,,29,36.2,15,7,6,1,5,Apache Spark,32.07,22.88,64.86,71.74,A,6.99,65.91,40.68,39.37,26.86,No,Not Placed,0,Good
102914,Student_102914,Other,24,AIML,4,Thane,Upper Middle,77.83,56,50.86,29,11,15,9,12,NLP,28.32,25.75,71.87,74.34,A,7.55,64.13,41.51,78.25,83.31,Yes,Not Placed,0,Good
102915,Student_102915,Male,18,IT,2,Nashik,Low,63.9,22,37.13,18,7,7,2,3,Deep Learning,31.24,22.42,73.6,75.18,A,7.58,66.49,44.34,44.73,74.94,No,Not Placed,0,Good
102916,Student_102916,Male,19,Cyber Security,8,Thane,Middle,83.45,40,56.86,24,9,10,5,7,Big Data,25.75,19.23,61.6,62.94,B,6.27,58.21,76.49,63.85,52.63,No,Not Placed,0,Average
102917,Student_102917,Female,18,CSE,6,Kolhapur,High,73.56,40,42.73,21,12,13,5,7,Apache Spark,15.22,20.48,39.07,44.6,C,4.67,45.1,28.16,74.35,47.01,No,Not Placed,0,Poor
102918,Student_102918,Male,24,Cyber Security,6,Kolhapur,Upper Middle,66.24,13,51.11,6,5,7,0,2,Deep Learning,32.27,23.94,87.39,83.86,A,7.57,90.31,83.15,47.89,85.41,No,Not Placed,0,Good
102919,Student_102919,Other,20,IT,4,Mumbai,Lower Middle,63.82,22,4.12,20,6,10,7,4,Apache Spark,10.9,7.24,36.95,31.48,C,3.16,29.61,56.08,46.66,29.15,No,Not Placed,0,Poor
102920,Student_102920,Male,24,IT,3,Thane,Upper Middle,98,76,95.05,31,12,16,8,16,Statistics,39.32,30,75.06,87.02,A+,8.59,77.18,52.78,67.11,94.8,Yes,Placed,9.0,Excellent
102921,Student_102921,Other,18,Cyber Security,7,Nashik,Upper Middle,67.79,43,25.74,23,8,9,3,7,Machine Learning,22.63,24.41,57.52,62.0,B,5.94,39.43,,53.17,58.79,No,Not Placed,0,Average
102922,Student_102922,Female,25,AIML,1,Nashik,High,52.91,16,14.57,4,2,5,1,0,Statistics,13.14,19.33,49.39,47.43,C,4.77,31.95,49.06,23.6,40.69,No,Not Placed,0,Poor
102923,Student_102923,Other,20,AIML,5,Pune,Low,76.69,37,38.82,27,9,10,4,9,NLP,19.81,13.98,48.25,48.3,C,4.68,30.37,51.14,78.82,52.0,No,Not Placed,0,Poor
102924,Student_102924,Other,25,AIML,5,Thane,Upper Middle,77.79,44,47.66,15,6,12,3,4,Apache Spark,25.45,10.94,56.69,54.73,C,5.53,28.3,48.88,36.17,58.32,No,Not Placed,0,Poor
102925,Student_102925,Male,21,CSE,6,Kolhapur,High,64.02,53,55.65,25,9,10,1,5,Apache Spark,20.31,15.74,42.85,47.15,C,5.02,51.22,26.54,46.28,25.85,No,Not Placed,0,Poor
102926,Student_102926,Other,45,Cyber Security,4,Kolhapur,Lower Middle,88.15,22,53.93,18,6,9,3,5,Statistics,26.86,21.37,85.79,77.28,A,8.03,71.93,48.77,49.52,72.69,No,Not Placed,0,Good
102927,Student_102927,Male,20,ECE,3,Nagpur,High,79.92,52,65.63,23,12,16,7,10,Apache Spark,22.85,12.93,57.91,54.71,C,5.44,54.57,31.4,62.55,58.46,No,Not Placed,0,Poor
102928,Student_102928,Other,21,Data Science,4,Mumbai,High,79.64,40,62.52,29,10,12,2,10,Big Data,31.59,19.46,86.89,80.11,A,8.01,63.73,82.5,66.72,71.56,Yes,Placed,5.62,Good
102929,Student_102929,Other,23,Cyber Security,5,Satara,Upper Middle,78.66,40,17.32,21,6,11,3,6,NLP,15.77,13.38,52.49,46.99,C,4.59,16.33,31.81,48.36,50.21,No,Not Placed,0,Poor
102930,Student_102930,Female,22,ECE,4,Pune,Lower Middle,73.36,20,54.08,22,5,8,3,2,Machine Learning,23.74,30,48.33,61.97,B,6.25,74.57,64.92,43.37,44.25,Yes,Not Placed,0,Average
102931,Student_102931,Other,20,AIML,1,Nashik,Lower Middle,76.88,40,43.71,32,12,13,9,7,NLP,25.95,20.29,64.15,65.06,B,6.83,55.58,30.01,73.82,35.28,Yes,Not Placed,0,Average
102932,Student_102932,Male,25,ECE,6,Mumbai,High,75.04,36,28.65,22,7,10,5,8,Machine Learning,12.8,12.08,60.75,48.03,C,5.06,36.63,63.09,35.42,39.35,Yes,Not Placed,0,Poor
102933,Student_102933,Female,22,CSE,8,Pune,Middle,74.08,24,28.02,,8,9,3,6,NLP,30.11,13.18,50.14,56.43,B,5.66,35.88,46.71,66.61,38.07,No,Not Placed,0,Average
102934,Student_102934,Other,20,IT,5,Nashik,High,83.34,47,54.98,29,12,10,10,12,Apache Spark,20.63,21.76,45.88,52.92,C,5.76,50.66,53.44,67.12,57.49,No,Not Placed,0,Poor
102935,Student_102935,Other,21,IT,7,Thane,Upper Middle,70.31,48,42.12,21,11,10,7,11,Machine Learning,16.99,12.86,59.45,51.04,C,4.87,35.67,41.06,62.39,46.9,No,Not Placed,0,Poor
102936,Student_102936,Other,19,Data Science,6,Thane,Middle,69.31,16,36.71,17,10,10,4,6,Big Data,18.59,21.83,61.52,59.25,B,5.57,50.8,67.46,55.81,60.27,No,Not Placed,0,Average
102937,Student_102937,Male,18,Cyber Security,2,Nashik,Low,80.16,54,65.82,28,9,13,10,11,Apache Spark,29.93,23.52,45.87,61.06,B,6.27,39.36,59.73,70.7,62.05,No,Not Placed,0,Average
102938,Student_102938,Other,23,CSE,2,Nagpur,Middle,74.15,48,68.03,28,8,13,6,6,Apache Spark,,25.25,81.7,72.62,A,7.31,43.01,36.59,74.78,10.83,No,Not Placed,0,Good
102939,Student_102939,Male,24,AIML,4,Thane,Middle,53.52,2,12.84,10,6,9,1,4,Machine Learning,15.78,8.96,47.42,41.52,C,4.46,24.36,62.61,37.43,22.76,No,Not Placed,0,Poor
102940,Student_102940,Female,22,Cyber Security,3,Nagpur,Middle,69.22,51,68.97,33,12,11,6,10,Apache Spark,32.54,28.28,55.22,70.87,A,6.85,73.59,56.6,68.75,70.19,No,Not Placed,0,Good
102941,Student_102941,Female,22,Data Science,3,Kolhapur,Lower Middle,65.4,21,22.91,18,4,5,3,0,Apache Spark,20.6,20.87,45.29,52.01,C,5.39,27.8,74.19,14.72,27.42,Yes,Not Placed,0,Poor
102942,Student_102942,Male,18,Cyber Security,1,Pune,Lower Middle,71.37,24,7.95,11,7,6,4,2,Deep Learning,17.03,12.17,37.65,39.71,C,3.89,24.22,28.18,49.15,19.59,No,Not Placed,0,Poor
102943,Student_102943,Male,25,Cyber Security,4,Pune,Upper Middle,81.38,68,51.14,37,12,17,8,9,Statistics,22.47,14.73,46.8,50.07,C,4.38,18.5,38.23,87.93,55.95,No,Not Placed,0,Poor
102944,Student_102944,Male,25,CSE,1,Satara,Upper Middle,75.45,41,57.59,19,8,8,7,7,Apache Spark,25.58,23.44,74.78,72.2,A,7.97,89.95,71.01,,61.92,Yes,Placed,13.42,Good
102945,Student_102945,Female,18,AIML,3,Kolhapur,Upper Middle,68.74,32,74.69,19,8,10,4,7,Apache Spark,28.49,25.78,74.06,75.58,A,7.29,55.28,,49.77,17.99,No,Not Placed,0,Good
102946,Student_102946,Male,21,Cyber Security,2,Kolhapur,Lower Middle,85.35,40,80.99,26,10,14,5,10,Apache Spark,39.91,28.22,76.27,86.88,A+,8.52,79.91,72.59,54.24,89.36,Yes,Placed,10.74,Excellent
102947,Student_102947,Male,21,IT,4,Pune,Lower Middle,66.69,40,66.47,29,8,13,4,9,Machine Learning,30.64,30,74.04,80.0,A,8.0,66.96,71.21,64.11,68.78,No,Not Placed,0,Good
102948,Student_102948,Other,25,Cyber Security,2,Kolhapur,High,71.97,24,21.84,15,7,8,1,3,Deep Learning,25.04,17.59,59.63,60.32,B,5.9,48.55,41.41,63.69,47.53,No,Not Placed,0,Average
102949,Student_102949,Male,23,IT,1,Kolhapur,Middle,86.26,59,50.21,28,9,12,3,10,Apache Spark,19.28,10.7,59.58,51.38,C,5.62,29.38,44.13,72.43,24.35,No,Not Placed,0,Poor
102950,Student_102950,Other,22,Cyber Security,2,Nashik,High,65.58,40,12.1,20,11,13,4,6,NLP,15.01,19.41,58.9,53.65,C,4.91,41.97,42.03,55.3,37.73,No,Not Placed,0,Poor
102951,Student_102951,Male,20,CSE,4,Nagpur,Lower Middle,72.89,41,41.86,29,11,13,9,8,Statistics,32.38,13.88,76.59,71.84,A,7.12,48.47,64.48,72.72,65.25,No,Not Placed,0,Good
102952,Student_102952,Other,19,IT,7,Mumbai,Lower Middle,78.38,37,48.18,30,11,11,9,10,NLP,33.65,19.04,79.43,77.65,A,7.7,75.84,74.25,77.17,84.76,No,Not Placed,0,Good
102953,Student_102953,Other,23,CSE,3,Kolhapur,Lower Middle,56.17,18,43.1,24,5,7,3,2,NLP,24.3,16.46,59.68,59.05,B,5.66,47.84,60.94,62.04,35.95,No,Not Placed,0,Average
102954,Student_102954,Male,22,ECE,5,Satara,High,52.88,7,28.77,4,3,4,0,2,Deep Learning,12.44,19.44,60.2,52.39,C,5.14,56.74,35.03,29.76,24.78,No,Not Placed,0,Poor
102955,Student_102955,Other,22,CSE,6,Satara,High,62.39,16,0,19,5,7,4,3,Big Data,0.8,10.1,44.18,29.42,C,2.83,23.44,21.09,38.07,24.53,No,Not Placed,0,Poor
102956,Student_102956,Male,23,IT,4,Nashik,Low,68.81,43,4.21,27,10,10,5,5,Apache Spark,7.44,3.58,28.13,22.03,C,2.44,3.44,21.46,71.61,8.52,No,Not Placed,0,Poor
102957,Student_102957,Other,24,ECE,8,Pune,High,72.33,32,46.3,21,6,11,4,6,Statistics,17.76,10.49,39.58,40.1,C,3.86,41.56,26.3,64.87,36.15,No,Not Placed,0,Poor
102958,Student_102958,Male,23,Cyber Security,2,Thane,Middle,85.94,62,38.59,33,12,17,8,14,Machine Learning,24.47,26.12,60.74,66.13,B,6.62,45.44,46.3,58.83,58.95,No,Not Placed,0,Average
102959,Student_102959,Other,20,AIML,4,Kolhapur,High,74.12,35,44.5,16,5,7,3,7,Statistics,15.72,15.77,58.44,51.52,C,5.05,42.64,38.94,37.84,61.77,No,Not Placed,0,Poor
102960,Student_102960,Other,18,CSE,2,Nashik,High,67.8,36,54.39,19,9,9,5,5,Deep Learning,23.26,14.95,49.75,52.29,C,4.61,,32.28,43.19,58.97,No,Not Placed,0,Poor
102961,Student_102961,Other,21,ECE,7,Kolhapur,Lower Middle,82.3,31,56.56,18,8,8,5,7,Apache Spark,37.48,30,98.02,97.12,A+,10,95.06,84.66,66.77,80.61,No,Placed,13.61,Excellent
102962,Student_102962,Other,24,CSE,2,Nashik,Upper Middle,72.07,25,20.76,13,4,7,0,0,Apache Spark,20.54,15.49,58.56,55.01,B,5.07,36.81,49.57,44.23,20.75,Yes,Not Placed,0,Average
102963,Student_102963,Female,24,ECE,8,Pune,Middle,74.29,29,44.51,14,7,6,5,6,Apache Spark,23.56,19.85,60.16,60.99,B,6.25,55.16,61.57,67.85,36.66,No,Not Placed,0,Average
102964,Student_102964,Female,20,ECE,1,Thane,Lower Middle,82.85,48,28.69,22,9,13,5,9,Big Data,25.44,21.27,66.9,66.71,B,6.92,56.35,47.87,85.22,57.02,No,Not Placed,0,Average
102965,Student_102965,Other,19,IT,3,Satara,Middle,76.47,15,64.89,17,8,8,5,10,Statistics,39.0,29.34,85.33,91.47,A+,8.88,77.63,70.98,28.89,65.3,No,Placed,6.66,Excellent
102966,Student_102966,,24,CSE,3,Kolhapur,Middle,50.07,20,0,0,3,1,0,1,Statistics,2.99,9.38,43.92,30.46,C,3.24,28.96,52.51,12.58,47.46,Yes,Not Placed,0,Poor
102967,Student_102967,Female,18,Cyber Security,3,Thane,Lower Middle,88.65,61,71.61,33,12,21,6,8,Big Data,14.61,24.4,48.71,51.58,C,4.83,46.4,28.64,86.57,39.29,No,Not Placed,0,Poor
102968,Student_102968,Female,20,CSE,6,Pune,High,63.17,17,56.67,,9,8,3,0,Apache Spark,32.25,21.43,67.99,72.47,A,6.8,55.12,50.08,52.28,20.71,No,Placed,7.5,Good
102969,Student_102969,Female,23,Data Science,4,Pune,Middle,86.38,35,72.27,26,10,10,7,9,Deep Learning,34.44,15.87,76.14,74.48,A,7.7,68.78,77.83,77.98,94.29,Yes,Not Placed,0,Good
102970,Student_102970,Other,25,Data Science,4,Nagpur,Lower Middle,80.91,53,48.49,24,7,12,4,10,Statistics,30.05,25.27,49.61,64.19,B,6.6,46.16,48.71,74.82,45.86,No,Not Placed,0,Average
102971,Student_102971,Female,23,Cyber Security,3,Thane,Low,,18,23.25,7,7,4,2,1,Machine Learning,19.3,20.84,59.95,58.34,B,5.57,62.59,73.29,47.75,39.02,No,Not Placed,0,Average
102972,Student_102972,Male,19,Data Science,2,Pune,,68.58,41,32.13,11,7,6,2,3,Apache Spark,33.33,28.97,78.16,83.39,A,8.23,78.49,59.52,47.0,55.56,No,Not Placed,0,Good
102973,Student_102973,Female,21,CSE,7,Nashik,Low,66.83,31,17.77,13,5,2,2,0,Deep Learning,20.66,18.61,53.04,54.42,C,4.94,54.91,49.75,43.76,76.4,No,Not Placed,0,Poor
102974,Student_102974,Female,22,Cyber Security,4,Mumbai,Lower Middle,67.85,23,300,11,8,7,1,4,Statistics,30.69,17.95,56.46,63.22,B,6.43,43.6,46.59,37.95,35.72,No,Not Placed,0,Average
102975,Student_102975,Other,18,Cyber Security,1,Thane,Low,50.95,19,29.11,12,8,6,3,0,Statistics,,19.54,45.17,51.71,C,5.23,30.64,48.11,44.73,33.68,No,Not Placed,0,Poor
102976,Student_102976,Male,21,AIML,4,Mumbai,Middle,83.45,40,62.29,25,12,16,6,9,Deep Learning,20.69,11.3,61.94,54.02,C,4.99,63.06,41.47,49.32,51.25,No,Not Placed,0,Poor
